Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,Load_MW_z7,Load_MW_z8,Load_MW_z9,Load_MW_z10,Load_MW_z11,Load_MW_z12,Load_MW_z13,Load_MW_z14,Load_MW_z15,Load_MW_z16,Load_MW_z17,Load_MW_z18,Load_MW_z19,Load_MW_z20,Load_MW_z21,Load_MW_z22,Load_MW_z23,Load_MW_z24,Load_MW_z25,Load_MW_z26
,,,,,,,,152,9931,9120,14020,29518,11547,21345,12579,17801,24563,14956,8955,7970,14785,12131,32892,33670,8309,8723,6203,12528,26393,23105,25161,12670,42036,1958
,,,,,,,,153,9874,9213,14161,33470,12562,23817,13773,19148,26610,15341,9943,8746,16442,13651,36973,37505,8383,9792,6628,13285,29639,25776,28068,12945,45663,2148
,,,,,,,,154,10224,9281,14269,37166,14031,26370,14891,20862,28796,16357,10891,9464,18263,15282,41500,41950,8455,11015,6957,14365,32723,28732,31300,13840,50531,2390
,,,,,,,,155,11132,9734,14981,40046,15180,28601,15698,22720,30674,18239,11590,9987,20027,16790,45562,45713,8958,12206,7104,15520,35157,31422,34318,15488,55990,2666
,,,,,,,,156,12249,10394,16003,42107,15995,30227,16399,24342,32154,19634,12209,10484,21283,18114,48916,48812,9457,13198,7353,16616,37062,33573,36831,17143,60973,2923
,,,,,,,,157,13309,11253,17340,43467,16588,31266,16813,25566,33178,21071,12738,10879,22087,18981,51393,50886,9888,13863,7562,17637,38360,35072,38700,18992,65019,3121
,,,,,,,,158,14344,12014,18519,44310,16777,31782,17089,26438,33935,21679,12966,11045,22384,19255,52602,51839,10285,14366,7756,18369,39130,36033,39970,20389,68049,3278
,,,,,,,,159,15212,12692,19568,44509,16634,31871,17139,27033,34293,21998,12796,10856,22374,19397,52849,52123,10677,14634,7896,18752,39476,36695,40815,21712,70057,3385
,,,,,,,,160,16007,13312,20532,44283,16107,31843,17078,27248,34509,22373,12565,10613,22282,19456,52946,52222,10905,14786,7991,18898,39400,37037,41257,22631,70448,3415
,,,,,,,,161,16615,13818,21310,43040,15751,31782,16799,27166,34521,22343,12559,10564,22044,19474,53199,52144,11085,14860,8096,18893,38856,37072,41093,23510,68773,3344
,,,,,,,,162,17115,14195,21893,41156,15527,31299,16141,26895,34044,22471,12437,10420,21486,19235,52406,51347,11131,14807,8100,18722,37597,36740,40082,23951,66519,3247
,,,,,,,,163,17463,14640,22587,39777,15913,30368,15036,26124,32636,22861,12119,10188,20414,19140,50694,49889,10961,14487,7882,18204,36460,35842,38690,24205,63657,3120
,,,,,,,,164,17627,14910,23006,38476,15913,29012,14246,25367,31012,23270,11790,9965,19014,18722,48536,48075,10637,13916,7619,17737,35459,34732,37345,24292,61364,2997
,,,,,,,,165,17428,14835,22899,36361,15538,27916,13753,24835,29821,23644,11521,9799,17949,18398,46377,46388,10518,13278,7413,17217,33566,33682,36626,23611,59473,2890
,,,,,,,,166,17094,14672,22647,33331,15344,26938,13201,24260,28769,23952,11406,9758,17151,17917,45514,45300,10278,12814,7278,16832,30925,31887,34330,22601,58081,2805
,,,,,,,,167,16490,14214,21940,30402,15125,25384,12193,23017,26905,23413,10820,9339,16378,16703,42748,42870,10074,11881,7056,15888,28486,29457,31514,21589,54707,2629
,,,,,,,,168,15797,13862,21393,27721,14077,23657,11271,21500,24878,22703,10049,8811,15213,15582,39458,39712,9826,10883,6641,14710,26192,27059,28757,20090,50872,2436
,,,,,,,,169,11720,11628,17940,26677,15267,21020,9805,17451,24182,24585,8853,7781,12818,12342,30705,33986,10303,8128,5342,11585,24885,25625,27776,12783,37195,1718
,,,,,,,,170,11173,10963,16910,26498,14244,20350,9292,16722,22921,23147,8268,7256,12225,12018,29498,33047,9829,7820,5138,10978,25034,25310,27308,12331,35071,1624
,,,,,,,,171,10675,10356,15981,26877,13785,19981,9049,16236,22071,21786,7920,6924,11791,11961,28931,32596,9427,7650,5030,10561,25525,25295,27267,11973,33746,1572
,,,,,,,,172,10269,9984,15424,27596,13541,19928,8955,16064,21831,20899,7687,6699,11653,11981,28719,32532,9309,7651,4998,10410,26160,25444,27415,11739,33220,1555
,,,,,,,,173,10018,9724,15033,28661,13497,19958,8932,16002,21678,20411,7563,6589,11578,12222,28878,32641,9503,7701,5001,10338,27177,25739,27788,11697,33075,1558
,,,,,,,,174,10031,9615,14868,30133,13593,20163,9056,16024,21817,20260,7524,6554,11682,12693,29594,33223,9491,7820,5062,10402,28542,26265,28654,11836,33280,1574
,,,,,,,,175,10054,9600,14848,32333,14015,20710,9336,16390,22395,20548,7645,6635,11873,13281,30898,34435,9482,8057,5218,10649,30045,26971,29994,12123,33979,1610
,,,,,,,,176,10216,9764,15106,33803,14082,21428,9790,16999,23323,20906,7768,6732,12254,13807,31761,35833,9616,8424,5449,11064,30650,27562,30937,12535,35359,1687
,,,,,,,,177,10532,10105,15632,33078,14223,21975,9992,17320,24364,21758,7962,6856,12503,14030,32716,36707,9753,8621,5721,11386,29417,27395,30829,13241,35548,1678
,,,,,,,,178,10895,10673,16522,30668,14914,22005,10229,17736,24865,23604,8306,7163,12715,13519,32885,36347,9793,8691,5853,11599,27100,26314,29814,13111,36786,1738
,,,,,,,,179,10962,10459,16175,28618,15385,21595,10406,17807,25235,24313,8683,7470,12734,12819,32548,35368,9916,8695,5886,11704,25030,25161,28257,13240,37891,1781
,,,,,,,,180,11084,10624,16425,26720,15564,20988,10425,17479,25160,26097,8808,7634,12649,12348,31751,34249,10113,8642,5819,11510,23665,24154,26791,13107,38335,1802
,,,,,,,,181,11237,10893,16829,25496,15652,20479,10516,17154,25203,26622,8917,7711,12500,12037,31324,33662,10133,8471,5730,11413,22724,23534,25914,12821,37948,1765
,,,,,,,,182,11195,11029,17042,24682,15691,20069,10509,16930,25214,27304,8894,7714,12387,11676,30762,32709,10024,8366,5699,11336,21956,23090,25254,12351,37885,1759
,,,,,,,,183,11146,10678,16480,24162,15594,19746,10408,16735,24909,25863,8872,7691,12191,11585,30535,32212,10120,8203,5614,11214,21665,22730,24836,12063,37563,1740
,,,,,,,,184,11176,10665,16458,24494,15507,19558,10417,16525,24786,25697,8881,7670,12179,11601,30889,32080,10138,8123,5625,11077,22347,22762,24717,11813,37200,1721
,,,,,,,,185,11177,10485,16174,26461,15722,19942,10742,16545,25261,25246,8978,7730,12345,12175,32924,33103,10149,8239,5736,11071,24651,23675,25641,11608,37231,1724
,,,,,,,,186,11228,10446,16113,28759,17087,21283,11798,17086,27166,24999,9496,8144,13274,13276,36561,36228,10362,8688,6032,11383,25738,24646,27071,11606,37801,1749
,,,,,,,,187,11506,10496,16196,28837,18471,22524,12164,17925,28529,25462,10321,8868,14294,13637,37284,37481,10860,9400,6398,12195,25937,24922,28043,11923,40143,1856
,,,,,,,,188,12202,11138,17190,28420,18736,22688,12107,18509,28671,26642,10391,8946,14230,13691,37321,37548,11672,9605,6527,12875,25857,24848,28084,13166,42645,1970
,,,,,,,,189,12594,12376,19101,27309,18503,22545,11952,18452,28388,27505,10262,8859,14083,13515,36960,37257,11856,9611,6463,12968,25077,24432,27614,13870,42713,1972
,,,,,,,,190,12555,12551,19370,25485,18235,22233,11613,18078,27657,27342,10128,8742,13908,13082,36073,36452,11752,9500,6356,12849,23946,23693,26588,13992,42302,1953
,,,,,,,,191,12410,12395,19126,23167,17732,21598,11095,17533,26541,27083,9876,8563,13592,12476,34444,34929,11418,9266,6165,12595,22347,22567,25180,13764,41591,1921
,,,,,,,,192,12127,12036,18566,21164,16771,20704,10325,16703,25054,26409,9376,8167,12978,11697,32178,32938,11044,8895,5883,12145,21061,21381,23629,13365,39974,1846
,,,,,,,,193,11652,11477,17705,19806,15158,19694,9505,15759,23558,25476,8416,7534,12102,11031,30029,31064,10525,8431,5558,11517,20089,20246,22155,12815,37767,1746
,,,,,,,,194,11056,10789,16638,19276,14202,18882,9014,14720,22006,23781,7863,7034,11488,10746,29103,30131,10026,7908,5246,10921,19797,19590,21149,12431,35949,1666
,,,,,,,,195,10440,10153,15668,19268,13647,18525,8769,14248,21339,22157,7499,6709,11094,10665,28766,29742,9457,7805,5128,10688,19791,19343,20733,11940,34929,1624
,,,,,,,,196,9936,9483,14671,19762,13424,18502,8660,13856,21043,20830,7281,6495,10929,10754,28862,29735,9368,7793,5087,10608,20164,19141,20737,11619,34699,1621
,,,,,,,,197,9823,9340,14458,20929,13557,18726,8661,13870,21088,20355,7213,6420,10887,11089,29514,30126,9496,7897,5126,10713,20915,19324,21082,11649,35062,1646
,,,,,,,,198,9778,9216,14273,22707,13943,19179,8889,14082,21445,20261,7317,6486,11068,11628,30997,31239,9471,8093,5239,10949,22014,19939,21911,11783,36004,1696
,,,,,,,,199,9858,9292,14394,24699,16510,20140,9422,14590,22560,20623,7915,6886,11509,12045,33676,33459,9513,8418,5547,11419,23396,20834,23229,12034,37726,1784
,,,,,,,,200,10041,9472,14675,26346,19691,20869,10013,15354,24350,21437,8513,7425,12395,12717,35225,34896,9865,8790,5983,12137,24231,21487,24121,12608,40497,1942
,,,,,,,,201,10551,9821,15217,27090,19588,21330,10307,15981,25840,22796,8837,7788,12713,13131,35729,35242,10464,9140,6312,12679,24744,22012,24856,13468,41849,1990
,,,,,,,,202,11026,10389,16113,27015,19483,21487,10570,16551,26486,24852,9057,8065,12839,13480,35845,35698,10895,9331,6386,13015,24614,22332,25369,13453,43094,2035
,,,,,,,,203,11227,10410,16133,26696,19361,21669,10830,16988,26810,25430,9380,8361,13076,13465,35767,35847,11021,9489,6355,13272,24160,22404,25642,13587,43890,2061
,,,,,,,,204,11311,10735,16624,26306,19139,21664,10871,17172,26698,26128,9382,8437,13271,13446,35093,35455,10934,9560,6270,13201,23523,22121,25373,13491,43897,2062
,,,,,,,,205,11321,10873,16822,25881,18666,21448,10833,17072,26567,26158,9373,8436,13253,13408,34578,35121,10995,9379,6194,12872,23082,21510,24790,13113,42866,2002
,,,,,,,,206,11251,10838,16763,25477,18100,21107,10699,16892,26339,26627,9229,8345,13188,13308,34163,34548,10939,9163,6102,12486,22781,20991,24190,12660,41918,1955
,,,,,,,,207,11132,10584,16359,25321,17849,20783,10614,16827,26026,25525,9135,8270,13141,13243,34295,34230,10868,8999,6038,12207,22833,20711,23922,12242,41141,1915
,,,,,,,,208,10935,10409,16086,25568,18049,20835,10645,16915,25946,24819,9148,8243,13191,13388,35138,34444,10756,8945,6041,12078,23332,20814,23926,12023,40725,1896
,,,,,,,,209,10841,10186,15740,27289,19031,21313,10918,17133,26377,24086,9304,8308,13438,13840,37418,35407,10723,9023,6173,12229,24717,21570,24526,11830,40897,1906
,,,,,,,,210,10896,10148,15680,28639,21373,22324,11720,17540,27861,23963,9926,8744,14168,14254,39859,37014,11208,9471,6442,12639,24798,22433,25648,12001,41364,1931
,,,,,,,,211,11321,10363,16016,27436,22696,22722,11666,18253,29167,24697,10478,9246,14483,13658,38189,35959,11953,10111,6757,13486,23850,22218,25926,12511,43713,2048
,,,,,,,,212,12219,11101,17166,25925,22043,22038,11152,18233,28169,26220,10201,9006,13856,12930,36409,34655,12605,9912,6593,13603,22941,21507,24946,13689,44642,2086
,,,,,,,,213,12752,12628,19538,24548,21632,21542,10827,17612,26922,27214,9901,8736,13528,12531,35559,34089,11938,9592,6296,13189,22276,21071,24169,13952,43105,2008
,,,,,,,,214,12145,12174,18836,23092,16676,21216,10510,17295,26339,25744,9086,8153,13359,12208,33847,33216,11174,9475,6140,13020,21222,20649,23271,13374,42202,1967
,,,,,,,,215,11639,11401,17642,21257,15728,20789,10149,16940,25262,24281,8831,7943,13004,11647,32453,32083,10920,9356,5928,12833,19929,20018,22145,12971,41375,1924
,,,,,,,,216,11339,11055,17113,19396,15374,20186,9644,16432,24219,23659,8665,7785,12596,10943,30913,30750,10482,9126,5721,12490,18799,19287,20900,12702,40330,1878
,,,,,,,,217,11022,10737,16619,17934,15045,19508,9116,15759,23258,23489,8322,7481,12073,10389,29319,29332,9981,8828,5506,12010,17962,18761,19737,12324,38855,1817
,,,,,,,,218,10680,10230,15833,17065,14149,18993,8738,15130,22280,22515,7884,7079,11689,10008,28006,28300,9634,8588,5322,11588,17575,18589,18962,12199,37110,1738
,,,,,,,,219,10350,9734,15062,16610,13513,18680,8484,14702,21648,21536,7486,6726,11344,9820,27268,27756,9452,8427,5232,11341,17433,18427,18492,11817,36137,1698
,,,,,,,,220,10136,9799,15167,16771,13229,18580,8352,14485,21403,21148,7233,6483,11146,9797,27079,27644,9463,8353,5190,11205,17584,18700,18413,11636,35598,1679
,,,,,,,,221,9976,9683,14994,17312,13092,18707,8314,14462,21341,20640,7085,6341,11094,9953,27283,27838,9561,8389,5188,11170,18144,19159,18607,11597,35401,1677
,,,,,,,,222,9896,9422,14599,18501,13125,19009,8440,14652,21528,20562,7035,6298,11162,10331,28054,28611,9616,8483,5256,11278,19056,19899,19307,11693,35558,1689
,,,,,,,,223,10078,9389,14550,20258,13427,19697,8679,15133,22117,21007,7126,6339,11408,10780,29352,29878,9702,8676,5407,11536,20229,20921,20299,11969,36292,1728
,,,,,,,,224,10283,9409,14583,22355,13752,20584,9147,15964,22979,21793,7328,6535,11796,11373,30210,31321,9886,9032,5643,12032,21251,21907,21559,12392,37867,1820
,,,,,,,,225,10608,9657,14969,23748,14223,21059,9439,16750,24161,23057,7554,6762,12080,11821,30862,32238,10077,9349,5919,12650,21549,22660,22517,13072,38967,1861
,,,,,,,,226,11051,10126,15704,24459,14860,21186,9675,17434,24796,25411,7781,7015,12217,11979,31034,32790,10398,9495,6032,13132,21228,23048,23189,13045,40697,1933
,,,,,,,,227,11226,9977,15462,25001,15430,21282,9795,18022,25021,25921,8106,7301,12343,11769,31072,33018,10659,9627,6069,13636,20847,23157,23516,13226,42380,2003
,,,,,,,,228,11297,10318,15983,25055,15630,21184,9780,18384,24899,26509,8166,7418,12399,11526,30691,32807,10723,9695,6032,13915,20064,22941,23578,13134,43687,2068
,,,,,,,,229,11241,10301,15945,24680,15659,20777,9747,18350,24658,26556,8228,7475,12324,11224,30389,32230,10637,9538,5929,14024,19340,22359,23318,12947,43825,2062
,,,,,,,,230,11117,10480,16220,24196,15436,20294,9596,18030,24178,27256,8189,7467,12202,10941,29952,31471,10540,9289,5762,13873,18794,21878,22919,12590,43784,2058
,,,,,,,,231,10941,10259,15865,23554,15077,19947,9449,17593,23700,26383,8149,7438,12058,10784,29648,31027,10500,9045,5595,13679,18602,21643,22609,12328,43602,2046
,,,,,,,,232,10812,10188,15753,23231,14910,19989,9452,17320,23598,25787,8221,7457,12050,10915,30006,31234,10568,8953,5601,13614,19101,21846,22639,11970,43591,2045
,,,,,,,,233,10638,10020,15488,24205,15113,20431,9710,17473,24241,25056,8361,7513,12256,11491,31684,32275,10530,9118,5813,13810,20934,22864,23371,11750,44138,2073
,,,,,,,,234,10718,9922,15334,25939,16242,21755,10646,17902,26106,24569,8808,7809,13033,12455,34160,34570,10904,9563,6163,14216,21761,23901,24685,11779,45017,2116
,,,,,,,,235,11120,10108,15626,25504,16755,22556,10893,18771,27845,24878,9156,8139,13594,12369,33581,34639,11594,10296,6587,15063,21500,24029,24889,12360,47932,2260
,,,,,,,,236,11989,10767,16652,24512,16576,22248,10635,19167,27352,26010,9009,8042,13323,12088,32863,34072,12596,10280,6529,15358,20953,23484,24066,13657,50260,2358
,,,,,,,,237,12472,11975,18531,23413,16607,21914,10446,18891,26379,27168,8961,8006,13149,11990,32772,33883,12218,10086,6290,15102,20464,23015,23282,14170,50455,2360
,,,,,,,,238,12079,11713,18127,21642,16648,21727,10254,18780,25828,26286,8962,8000,13082,11727,32301,33413,11574,10003,6138,14986,19587,22363,22409,14006,50981,2387
,,,,,,,,239,11696,11314,17507,19607,16425,21334,9873,18339,25033,25377,8871,7913,12871,11176,31104,32308,11372,9794,6010,14663,18384,21481,21236,13809,50947,2386
,,,,,,,,240,11516,11104,17185,17810,15845,20765,9302,17748,23812,24900,8618,7682,12428,10570,29558,30954,11068,9435,5790,14156,17508,20694,19979,13560,50045,2348
,,,,,,,,241,11117,10762,16658,16545,15074,20173,8823,17184,22804,24069,8204,7301,11863,10109,28330,29881,10549,9090,5553,13620,17051,20165,19005,13023,48779,2301
,,,,,,,,242,10679,10191,15780,15865,14424,19809,8500,17096,22010,22732,7776,6914,11442,9918,27696,29193,10094,8887,5380,13392,16920,19905,18387,12856,49823,2407
,,,,,,,,243,10299,9751,15098,15672,14120,19673,8344,17036,21552,21568,7464,6643,11218,9888,27514,29019,9926,8821,5322,13325,17076,19931,18097,12536,49782,2418
,,,,,,,,244,10106,9409,14567,15925,14072,19744,8296,17111,21391,20734,7321,6499,11133,10009,27777,29296,9926,8813,5325,13345,17680,20192,18202,12469,50002,2437
,,,,,,,,245,9990,9413,14578,16841,14324,20052,8386,17343,21542,20473,7329,6491,11174,10398,28674,30085,10177,8920,5373,13464,18806,20833,18757,12570,50982,2494
,,,,,,,,246,10009,9359,14502,18603,14794,20793,8822,18130,22176,20542,7468,6587,11462,11141,30564,31990,10196,9157,5508,13789,20468,22138,20073,12781,52755,2586
,,,,,,,,247,10147,9436,14624,20680,17592,22228,9723,19247,23782,21138,8123,7043,12215,11908,33771,35021,10248,9576,5855,14395,22244,23724,21915,13288,55420,2718
,,,,,,,,248,10465,9603,14882,22986,21559,23341,10707,20998,26352,22241,8950,7775,13435,12876,36114,37356,10636,10057,6399,15377,23129,25002,23887,14095,59140,2928
,,,,,,,,249,11168,10121,15686,25114,21699,23952,11234,22100,28152,24028,9384,8233,14082,13611,37212,38365,11452,10470,6800,16011,23913,25780,25141,15184,60774,2985
,,,,,,,,250,11831,11082,17188,26564,21342,24094,11503,22637,28639,26514,9623,8536,14288,14092,38236,39035,11829,10576,6832,16248,24227,26546,26513,15171,61406,2993
,,,,,,,,251,12014,11247,17433,27247,21097,24276,11788,22892,28899,26824,9985,8868,14495,14492,39126,39694,11945,10588,6746,16354,24194,27231,27542,14984,61325,2968
,,,,,,,,252,12059,11573,17924,27368,20933,24311,11936,22950,28901,26939,10099,9052,14708,14905,39497,40018,11898,10572,6690,16251,23878,27518,28331,14634,60731,2941
,,,,,,,,253,12064,11695,18098,27195,20569,24073,12002,22380,28826,26743,10208,9156,14695,14865,39687,40159,11687,10366,6625,15911,23539,27607,28676,14159,58241,2797
,,,,,,,,254,12036,11783,18231,26794,20173,23847,12002,21898,28722,27262,10170,9169,14681,14773,39605,39992,11560,10133,6527,15520,23151,27763,28984,13589,55830,2670
,,,,,,,,255,11775,11442,17690,26436,20103,23556,11975,21381,28485,26306,10198,9203,14629,14688,39526,39694,11567,9928,6434,15130,23134,27876,29338,13126,53712,2558
,,,,,,,,256,11839,11232,17362,26359,20304,23569,12022,21006,28564,25776,10318,9262,14608,14620,40008,39916,11523,9795,6453,14802,23863,28580,30105,12746,51903,2464
,,,,,,,,257,11782,11045,17066,27661,21462,24068,12312,21306,29130,25162,10616,9438,14741,14882,41852,40894,11635,9922,6593,14898,26112,29927,31789,12519,51412,2439
,,,,,,,,258,11832,10966,16944,30457,24021,25401,13253,22280,30908,25031,11361,9960,15510,15431,44108,43373,11952,10356,6947,15388,27421,31188,34005,12650,52360,2483
,,,,,,,,259,12220,11186,17287,29810,25443,26241,13450,23880,32676,25717,11788,10346,16138,15081,42626,43201,12672,11134,7387,16545,26922,31159,34561,13241,56456,2693
,,,,,,,,260,13139,11856,18333,28407,25406,25522,13035,24489,31851,27360,11693,10267,15617,14416,40826,41794,13584,11036,7369,17011,26145,30081,33439,14779,59574,2827
,,,,,,,,261,13804,13526,20925,26710,25239,24772,12613,24027,30556,29017,11509,10092,15285,14001,39411,40764,13213,10684,7080,16719,25521,29218,32248,15584,59263,2812
,,,,,,,,262,13385,13358,20663,24652,19058,24118,12009,23750,29515,28075,10502,9353,14982,13540,36693,38993,12498,10452,6862,16511,24316,28219,30920,15300,59053,2811
,,,,,,,,263,12901,12738,19706,22427,17385,23129,11271,23091,27536,26540,9994,8919,14296,12699,34161,36793,12168,10103,6477,16049,23066,27042,29358,14996,58136,2767
,,,,,,,,264,12450,12342,19098,20639,16367,22148,10450,22240,25637,25566,9446,8432,13467,11921,31871,34839,11555,9600,6091,15369,22361,26020,27899,14561,56281,2690
,,,,,,,,265,11824,11684,18081,19847,15067,21269,9757,21427,24377,24669,8793,7848,12663,11386,30206,33280,10781,9167,5810,14703,22145,25466,26901,13883,54341,2617
,,,,,,,,266,11241,10956,16956,19465,14191,20810,9365,20968,23445,23107,8202,7318,12116,11173,29218,32568,10296,8918,5613,14296,22232,25410,26484,13584,53097,2571
,,,,,,,,267,10768,10300,15941,19618,13714,20581,9151,20651,22840,21701,7807,6973,11849,11016,28748,32181,9968,8786,5503,14062,22639,25397,26366,13221,52776,2566
,,,,,,,,268,10438,10036,15535,20398,13499,20550,9056,20679,22511,20705,7609,6780,11676,11122,28740,32218,9999,8730,5445,13991,23455,25584,26671,13157,52826,2577
,,,,,,,,269,10327,9835,15229,22053,13565,20767,9110,20893,22564,20369,7514,6686,11642,11481,29395,32769,10214,8789,5467,14048,24873,26233,27474,13243,53335,2611
,,,,,,,,270,10290,9804,15190,24992,13947,21470,9460,21398,23057,20359,7601,6738,11940,12138,31158,34425,10216,8982,5554,14290,27046,27451,29005,13373,54559,2676
,,,,,,,,271,10443,9895,15334,28063,16612,22811,10242,22305,24536,20831,8215,7147,12613,12817,34203,37378,10268,9389,5851,14865,28897,28818,30992,13835,56709,2784
,,,,,,,,272,10795,10144,15721,29873,19816,23835,11120,23712,26930,21844,8944,7789,13764,13567,36417,39363,10665,9837,6327,15795,29171,29506,32160,14618,59331,2972
,,,,,,,,273,11460,10553,16355,30189,19951,24180,11497,24127,28501,23652,9332,8208,14325,13844,37131,39645,11469,10215,6654,16321,28200,29627,32462,15713,60085,2985
,,,,,,,,274,12149,11600,17991,29578,19729,24107,11680,24046,28769,26199,9550,8498,14431,13829,37584,39851,11715,10249,6699,16377,27159,29620,32118,15554,59776,2913
